,goal_id,match_date,competition_stage,home_team,home_score,away_team,away_score,period,minute,second,team,player,position,type,shot_outcome,location,play_pattern,shot_end_location,shot_statsbomb_xg,shot_type,pass_height,goal_num
455,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,48,Australia,Mitchell Thomas Duke,Center Forward,Duel,,"[73.2, 62.8]",From Throw In,,,,,1
456,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,57,Australia,Nathaniel Atkinson,Right Back,Pass,,"[63.6, 80.0]",From Throw In,,,,Low Pass,1
457,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,58,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[63.3, 68.8]",From Throw In,,,,,1
458,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,58,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[63.3, 68.8]",From Throw In,,,,,1
459,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,59,Australia,Aaron Mooy,Center Defensive Midfield,Dribble,,"[63.6, 67.4]",From Throw In,,,,,1
460,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,5,59,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[63.6, 67.4]",From Throw In,,,,,1
461,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,0,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[62.6, 64.5]",From Throw In,,,,Ground Pass,1
462,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,2,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[45.2, 49.2]",From Throw In,,,,,1
463,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,2,Australia,Kye Rowles,Left Center Back,Carry,,"[45.2, 49.2]",From Throw In,,,,,1
464,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,3,Australia,Kye Rowles,Left Center Back,Pass,,"[46.7, 45.4]",From Throw In,,,,Ground Pass,1
465,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,4,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[45.3, 30.2]",From Throw In,,,,,1
466,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,4,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[45.3, 30.2]",From Throw In,,,,,1
467,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,5,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[45.3, 31.3]",From Throw In,,,,Ground Pass,1
468,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,6,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[54.6, 39.8]",From Throw In,,,,,1
469,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,6,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[54.6, 39.8]",From Throw In,,,,,1
470,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,7,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[54.7, 37.1]",From Throw In,,,,Ground Pass,1
471,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,8,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[48.4, 18.3]",From Throw In,,,,,1
472,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,8,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[48.4, 18.3]",From Throw In,,,,,1
473,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,10,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[46.3, 12.0]",From Throw In,,,,Ground Pass,1
474,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,10,Australia,Craig Goodwin,Left Midfield,Ball Receipt*,,"[57.8, 5.0]",From Throw In,,,,,1
475,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,10,Australia,Craig Goodwin,Left Midfield,Carry,,"[57.8, 5.0]",From Throw In,,,,,1
476,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,11,Australia,Craig Goodwin,Left Midfield,Pass,,"[62.4, 5.1]",From Throw In,,,,Ground Pass,1
477,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,13,Australia,Riley McGree,Left Center Midfield,Ball Receipt*,,"[84.9, 6.9]",From Throw In,,,,,1
478,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,13,Australia,Riley McGree,Left Center Midfield,Carry,,"[84.9, 6.9]",From Throw In,,,,,1
479,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,15,Australia,Riley McGree,Left Center Midfield,Pass,,"[74.7, 5.8]",From Throw In,,,,Ground Pass,1
480,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,17,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[52.9, 4.0]",From Throw In,,,,,1
481,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,17,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[52.9, 4.0]",From Throw In,,,,,1
482,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,18,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[49.5, 5.5]",From Throw In,,,,Ground Pass,1
483,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,19,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[33.3, 13.0]",From Throw In,,,,,1
484,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,19,Australia,Kye Rowles,Left Center Back,Carry,,"[33.3, 13.0]",From Throw In,,,,,1
485,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,20,Australia,Kye Rowles,Left Center Back,Pass,,"[33.3, 15.5]",From Throw In,,,,Ground Pass,1
486,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,22,Australia,Harry Souttar,Right Center Back,Ball Receipt*,,"[28.2, 39.9]",From Throw In,,,,,1
487,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,22,Australia,Harry Souttar,Right Center Back,Carry,,"[28.2, 39.9]",From Throw In,,,,,1
488,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,24,Australia,Harry Souttar,Right Center Back,Pass,,"[31.4, 40.6]",From Throw In,,,,Ground Pass,1
489,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,25,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[31.7, 29.5]",From Throw In,,,,,1
490,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,25,Australia,Kye Rowles,Left Center Back,Carry,,"[31.7, 29.5]",From Throw In,,,,,1
491,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,25,Australia,Kye Rowles,Left Center Back,Pass,,"[32.7, 27.3]",From Throw In,,,,Ground Pass,1
492,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,26,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[39.6, 22.2]",From Throw In,,,,,1
493,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,26,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[39.6, 22.2]",From Throw In,,,,,1
494,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,30,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[42.9, 20.8]",From Throw In,,,,Ground Pass,1
495,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,31,Australia,Craig Goodwin,Left Midfield,Ball Receipt*,,"[58.8, 3.0]",From Throw In,,,,,1
496,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,31,Australia,Craig Goodwin,Left Midfield,Carry,,"[58.8, 3.0]",From Throw In,,,,,1
497,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,32,Australia,Craig Goodwin,Left Midfield,Pass,,"[58.8, 3.6]",From Throw In,,,,Ground Pass,1
498,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,34,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[43.8, 10.2]",From Throw In,,,,,1
499,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,34,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[43.8, 10.2]",From Throw In,,,,,1
500,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,34,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[41.0, 10.7]",From Throw In,,,,Ground Pass,1
501,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,35,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[31.0, 26.7]",From Throw In,,,,,1
502,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,35,Australia,Kye Rowles,Left Center Back,Carry,,"[31.0, 26.7]",From Throw In,,,,,1
503,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,36,Australia,Kye Rowles,Left Center Back,Pass,,"[31.3, 29.9]",From Throw In,,,,Ground Pass,1
504,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,38,Australia,Harry Souttar,Right Center Back,Ball Receipt*,,"[27.5, 44.5]",From Throw In,,,,,1
505,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,38,Australia,Harry Souttar,Right Center Back,Carry,,"[27.5, 44.5]",From Throw In,,,,,1
506,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,38,Australia,Harry Souttar,Right Center Back,Pass,,"[28.6, 44.1]",From Throw In,,,,Ground Pass,1
507,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,40,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[41.0, 40.3]",From Throw In,,,,,1
508,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,40,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[41.0, 40.3]",From Throw In,,,,Ground Pass,1
509,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,42,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[27.2, 20.4]",From Throw In,,,,,1
510,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,42,Australia,Kye Rowles,Left Center Back,Pass,,"[27.2, 20.4]",From Throw In,,,,High Pass,1
511,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,44,Australia,Riley McGree,Left Center Midfield,Ball Receipt*,,"[50.4, 14.4]",From Throw In,,,,,1
512,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,44,Australia,Riley McGree,Left Center Midfield,Pass,,"[50.4, 14.4]",From Throw In,,,,Low Pass,1
513,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,44,Australia,Craig Goodwin,Left Midfield,Ball Receipt*,,"[49.1, 3.6]",From Throw In,,,,,1
514,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,44,Australia,Craig Goodwin,Left Midfield,Carry,,"[49.1, 3.6]",From Throw In,,,,,1
515,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,45,Australia,Craig Goodwin,Left Midfield,Pass,,"[48.1, 3.7]",From Throw In,,,,Low Pass,1
516,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,48,Australia,Aaron Mooy,Center Defensive Midfield,Pressure,,"[52.8, 15.8]",From Throw In,,,,,1
517,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,49,Australia,Aaron Mooy,Center Defensive Midfield,Ball Recovery,,"[55.6, 15.1]",From Throw In,,,,,1
518,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,49,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[55.6, 15.1]",From Throw In,,,,,1
519,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,6,51,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[51.4, 17.0]",From Throw In,,,,Ground Pass,1
520,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,12,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[32.4, 0.1]",From Throw In,,,,Low Pass,1
521,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,13,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[33.3, 10.0]",From Throw In,,,,,1
522,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,13,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[33.5, 10.0]",From Throw In,,,,Ground Pass,1
523,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,14,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[32.8, 2.3]",From Throw In,,,,,1
524,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,14,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[32.8, 2.3]",From Throw In,,,,,1
525,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,14,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[31.3, 4.8]",From Throw In,,,,Ground Pass,1
526,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,16,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[13.6, 9.2]",From Throw In,,,,,1
527,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,16,Australia,Kye Rowles,Left Center Back,Carry,,"[13.6, 9.2]",From Throw In,,,,,1
528,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,17,Australia,Kye Rowles,Left Center Back,Pass,,"[14.0, 9.9]",From Throw In,,,,Ground Pass,1
529,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,18,Australia,Mathew Ryan,Goalkeeper,Ball Receipt*,,"[3.5, 24.3]",From Throw In,,,,,1
530,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,18,Australia,Mathew Ryan,Goalkeeper,Carry,,"[3.5, 24.3]",From Throw In,,,,,1
531,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,20,Australia,Mathew Ryan,Goalkeeper,Pass,,"[6.3, 28.1]",From Throw In,,,,High Pass,1
532,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,23,Australia,Mathew Leckie,Right Midfield,Ball Receipt*,,"[48.1, 56.2]",From Throw In,,,,,1
533,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,23,Australia,Mathew Leckie,Right Midfield,Pass,,"[48.0, 56.6]",From Throw In,,,,High Pass,1
534,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,30,Australia,Mathew Ryan,Goalkeeper,Ball Recovery,,"[2.4, 58.3]",From Throw In,,,,,1
535,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,30,Australia,Mathew Ryan,Goalkeeper,Carry,,"[2.4, 58.3]",From Throw In,,,,,1
536,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,34,Australia,Mathew Ryan,Goalkeeper,Pass,,"[10.0, 51.4]",From Throw In,,,,Ground Pass,1
537,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,35,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[27.1, 51.8]",From Throw In,,,,,1
538,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,35,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[27.1, 51.8]",From Throw In,,,,,1
539,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,39,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[29.3, 53.0]",From Throw In,,,,Ground Pass,1
540,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,40,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[21.0, 32.3]",From Throw In,,,,,1
541,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,40,Australia,Kye Rowles,Left Center Back,Carry,,"[21.0, 32.3]",From Throw In,,,,,1
542,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,41,Australia,Kye Rowles,Left Center Back,Pass,,"[21.6, 31.5]",From Throw In,,,,Ground Pass,1
543,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,42,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[28.9, 24.5]",From Throw In,,,,,1
544,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,42,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[28.9, 24.5]",From Throw In,,,,,1
545,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,46,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[34.1, 24.5]",From Throw In,,,,Ground Pass,1
546,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,49,Australia,Harry Souttar,Right Center Back,Ball Receipt*,,"[27.2, 46.2]",From Throw In,,,,,1
547,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,49,Australia,Harry Souttar,Right Center Back,Carry,,"[27.2, 46.2]",From Throw In,,,,,1
548,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,51,Australia,Harry Souttar,Right Center Back,Pass,,"[33.5, 52.7]",From Throw In,,,,Ground Pass,1
549,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,52,Australia,Nathaniel Atkinson,Right Back,Ball Receipt*,,"[44.3, 53.2]",From Throw In,,,,,1
550,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,52,Australia,Nathaniel Atkinson,Right Back,Carry,,"[44.3, 53.2]",From Throw In,,,,,1
551,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,54,Australia,Nathaniel Atkinson,Right Back,Pass,,"[45.7, 47.2]",From Throw In,,,,Ground Pass,1
552,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,55,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[43.9, 24.5]",From Throw In,,,,,1
553,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,55,Australia,Aziz Eraltay Behich,Left Back,Carry,,"[43.9, 24.5]",From Throw In,,,,,1
554,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,56,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[47.0, 21.1]",From Throw In,,,,High Pass,1
555,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,59,Australia,Mitchell Thomas Duke,Center Forward,Ball Receipt*,,"[92.8, 18.0]",From Throw In,,,,,1
556,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,7,59,Australia,Mitchell Thomas Duke,Center Forward,Carry,,"[92.8, 18.0]",From Throw In,,,,,1
557,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,1,Australia,Mitchell Thomas Duke,Center Forward,Dispossessed,,"[94.7, 12.4]",From Throw In,,,,,1
558,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,7,Australia,Craig Goodwin,Left Midfield,Pass,,"[97.5, 0.1]",From Throw In,,,,Low Pass,1
559,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,8,Australia,Aziz Eraltay Behich,Left Back,Ball Receipt*,,"[80.0, 3.4]",From Throw In,,,,,1
560,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,9,Australia,Aziz Eraltay Behich,Left Back,Pass,,"[80.0, 3.4]",From Throw In,,,,Ground Pass,1
561,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,10,Australia,Aaron Mooy,Center Defensive Midfield,Ball Receipt*,,"[72.7, 14.6]",From Throw In,,,,,1
562,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,10,Australia,Aaron Mooy,Center Defensive Midfield,Carry,,"[72.7, 14.6]",From Throw In,,,,,1
563,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,11,Australia,Aaron Mooy,Center Defensive Midfield,Pass,,"[69.6, 15.8]",From Throw In,,,,Ground Pass,1
564,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,13,Australia,Kye Rowles,Left Center Back,Ball Receipt*,,"[50.0, 8.6]",From Throw In,,,,,1
565,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,13,Australia,Kye Rowles,Left Center Back,Pass,,"[50.0, 8.6]",From Throw In,,,,Ground Pass,1
566,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,14,Australia,Harry Souttar,Right Center Back,Ball Receipt*,,"[39.3, 25.7]",From Throw In,,,,,1
567,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,14,Australia,Harry Souttar,Right Center Back,Carry,,"[39.3, 25.7]",From Throw In,,,,,1
568,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,17,Australia,Harry Souttar,Right Center Back,Pass,,"[44.5, 38.5]",From Throw In,,,,High Pass,1
569,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,21,Australia,Mathew Leckie,Right Midfield,Ball Receipt*,,"[101.4, 74.1]",From Throw In,,,,,1
570,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,21,Australia,Mathew Leckie,Right Midfield,Carry,,"[101.4, 74.1]",From Throw In,,,,,1
571,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,22,Australia,Mathew Leckie,Right Midfield,Dribble,,"[104.8, 71.1]",From Throw In,,,,,1
572,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,22,Australia,Mathew Leckie,Right Midfield,Carry,,"[104.8, 71.1]",From Throw In,,,,,1
573,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,23,Australia,Mathew Leckie,Right Midfield,Pass,,"[109.0, 61.2]",From Throw In,,,,Low Pass,1
574,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,24,Australia,Craig Goodwin,Left Midfield,Ball Receipt*,,"[114.2, 31.3]",From Throw In,,,,,1
575,15,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,8,24,Australia,Craig Goodwin,Left Midfield,Shot,Goal,"[114.2, 31.3]",From Throw In,"[120.0, 41.3, 2.4]",0.19147108,Open Play,,1
576,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,23,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,"[51.2, 50.6]",Regular Play,,,,Low Pass,2
577,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,24,France,Antoine Griezmann,Center Attacking Midfield,Ball Receipt*,,"[62.9, 46.8]",Regular Play,,,,,2
578,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,24,France,Antoine Griezmann,Center Attacking Midfield,Carry,,"[62.9, 46.8]",Regular Play,,,,,2
579,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,25,France,Antoine Griezmann,Center Attacking Midfield,Pass,,"[62.1, 40.2]",Regular Play,,,,Ground Pass,2
580,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,26,France,Adrien Rabiot,Left Defensive Midfield,Ball Receipt*,,"[55.8, 32.8]",Regular Play,,,,,2
581,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,26,France,Adrien Rabiot,Left Defensive Midfield,Carry,,"[55.8, 32.8]",Regular Play,,,,,2
582,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,27,France,Adrien Rabiot,Left Defensive Midfield,Pass,,"[57.7, 28.3]",Regular Play,,,,Ground Pass,2
583,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,28,France,Kylian Mbappé Lottin,Left Wing,Ball Receipt*,,"[75.8, 18.7]",Regular Play,,,,,2
584,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,28,France,Kylian Mbappé Lottin,Left Wing,Carry,,"[75.8, 18.7]",Regular Play,,,,,2
585,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,31,France,Kylian Mbappé Lottin,Left Wing,Miscontrol,,"[92.9, 20.3]",Regular Play,,,,,2
586,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,31,France,Kylian Mbappé Lottin,Left Wing,Pressure,,"[96.1, 20.4]",Regular Play,,,,,2
587,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,37,France,Theo Bernard François Hernández,Left Back,Pass,,"[92.2, 0.1]",From Throw In,,,,Low Pass,2
588,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,38,France,Adrien Rabiot,Left Defensive Midfield,Ball Receipt*,,"[86.0, 6.0]",From Throw In,,,,,2
589,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,41,France,Adrien Rabiot,Left Defensive Midfield,Pass,,"[84.9, 6.2]",From Throw In,,,,Ground Pass,2
590,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,43,France,Dayotchanculle Upamecano,Left Center Back,Ball Receipt*,,"[72.8, 12.4]",From Throw In,,,,,2
591,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,43,France,Dayotchanculle Upamecano,Left Center Back,Carry,,"[72.8, 12.4]",From Throw In,,,,,2
592,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,44,France,Dayotchanculle Upamecano,Left Center Back,Pass,,"[72.5, 15.1]",From Throw In,,,,Ground Pass,2
593,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,46,France,Ibrahima Konaté,Right Center Back,Ball Receipt*,,"[65.1, 38.9]",From Throw In,,,,,2
594,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,46,France,Ibrahima Konaté,Right Center Back,Carry,,"[65.1, 38.9]",From Throw In,,,,,2
595,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,47,France,Ibrahima Konaté,Right Center Back,Pass,,"[67.8, 44.4]",From Throw In,,,,Ground Pass,2
596,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,48,France,Benjamin Pavard,Right Back,Ball Receipt*,,"[70.6, 56.9]",From Throw In,,,,,2
597,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,48,France,Benjamin Pavard,Right Back,Carry,,"[70.6, 56.9]",From Throw In,,,,,2
598,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,51,France,Benjamin Pavard,Right Back,Pass,,"[78.6, 56.6]",From Throw In,,,,Ground Pass,2
599,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,52,France,Ibrahima Konaté,Right Center Back,Ball Receipt*,,"[65.5, 44.4]",From Throw In,,,,,2
600,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,52,France,Ibrahima Konaté,Right Center Back,Carry,,"[65.5, 44.4]",From Throw In,,,,,2
601,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,53,France,Ibrahima Konaté,Right Center Back,Pass,,"[65.8, 42.0]",From Throw In,,,,Ground Pass,2
602,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,54,France,Dayotchanculle Upamecano,Left Center Back,Ball Receipt*,,"[71.7, 22.1]",From Throw In,,,,,2
603,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,54,France,Dayotchanculle Upamecano,Left Center Back,Carry,,"[71.7, 22.1]",From Throw In,,,,,2
604,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,55,France,Dayotchanculle Upamecano,Left Center Back,Pass,,"[74.2, 20.4]",From Throw In,,,,Ground Pass,2
605,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,57,France,Theo Bernard François Hernández,Left Back,Ball Receipt*,,"[93.0, 1.8]",From Throw In,,,,,2
606,16,2022-11-22,Group Stage,France,4.0,Australia,1.0,1,24,57,France,Theo Bernard François Hernández,Left Back,Carry,,"[93.0, 1.8]",From Throw In,,,,,2
